,text,intent
3606,find a tv show called the ambient collection,SearchCreativeWork
2749,she me movie schedules for the movies close by at sunset,SearchScreeningEvent
9085,i want to book a restaurant for supper in kellerton for 2,BookRestaurant
4074,will it be hotter on oct  the 20th in massachusetts,GetWeather
14379,can you find me the sword with no name trailer,SearchCreativeWork
4971,book a spot for 8 at a popular taverna,BookRestaurant
1403,i want to add this so chan whee tune to latin alternative music,AddToPlaylist
8331,find me the nearest movie theatre that s showing the spell of the yukon,SearchScreeningEvent
10936,what time is the grey zone playing,SearchScreeningEvent
1624,what will the humidity be in ar in 49 weeks and a half from now,GetWeather
8566,show me the movies at the closest cinema,SearchScreeningEvent
13015,let s play the album handover on deezer,PlayMusic
3942,book me a reservation nearby my neighborhood,BookRestaurant
12138,play some music by beverley martyn,PlayMusic
7004,i d like a table for three at black rapids roadhouse on february 24th  2039,BookRestaurant
14482,show the times for cheers for miss bishop at dipson theatres,SearchScreeningEvent
3286,get me a table for 3 within walking distance from my hotel in tajikistan,BookRestaurant
2535,can i hear the latest music from bahar kizil,PlayMusic
1650,the complex: how the military invades our everyday lives has a best rating of 6 stars but i will give it zero,RateBook
3164,will there be wind in me,GetWeather
12032,add this tune to the leche con chocolate playlist,AddToPlaylist
11353,put donnie g don gorilla on my classical romance playlist,AddToPlaylist
6975,rate this essay a 1,RateBook
1636,book a table at a tavern in albania for annette  darlene and barbara james for ten am,BookRestaurant
14171,play progressive metal,PlayMusic
3558,give three points to current book,RateBook
9080,show me interesting times: the secret of my success,SearchCreativeWork
11854,sofia phillips and winifred walker want to dine at a mughlai restaurant in la on nov  the 1st,BookRestaurant
11611,i need a reservation for ten in wisconsin,BookRestaurant
9438,book a pub for two on jan  first  2037,BookRestaurant
12878,weather for knierim kansas in twelve weeks and a half from now,GetWeather
6333,book osteria restaurant for 1 person in mi,BookRestaurant
296,show movie schedule at amco entertainment,SearchScreeningEvent
8193,book a table at a brasserie far from my livonia av,BookRestaurant
8395,book a spot at the top-rated pub in garner,BookRestaurant
3693,need a table for rita  antoinette and i,BookRestaurant
12745,i d like to eat surf and turf in one minute at a bar,BookRestaurant
11080,show me a movie schedule,SearchScreeningEvent
2163,i give the following album a zero,RateBook
2928,find the nearest animated movies at a movie theatre,SearchScreeningEvent
5228,find a song called this champagne mojito is the last thing i own,SearchCreativeWork
9551,find the movie schedule for b&b theatres,SearchScreeningEvent
11306,i d like to see a tv series called countdown: the savoy sessions,SearchCreativeWork
4533,add licorice mckechnie to just dance by aftercluv,AddToPlaylist
3613,will it be chilly in two hundred thirteen days at dochū-kōtsu prefectural natural park,GetWeather
10616,i want to put land of the dead into my big daddy s booze & blues playlist,AddToPlaylist
10576,show a family torn apart tv show,SearchCreativeWork
8778,play elkie brooks seventies sound track,PlayMusic
3423,add another song to daphne s retrowave outrun playlist,AddToPlaylist
12668,when is the life and death of king richard ii playing at mann theatres,SearchScreeningEvent
3600,tell me the weather forecast 1 hour from now in big thicket national preserve,GetWeather
349,i want top-rated veneto cuisine at a restaurant in antietam for 2,BookRestaurant
202,add songs tune in reggae infusions,AddToPlaylist
2432,i d like to watch health warning at the closest movie house,SearchScreeningEvent
4331,what are the movie times for amco entertainment,SearchScreeningEvent
740,i want to hear some twenties music from billy sheehan,PlayMusic
11957,give three out of 6 points to this album,RateBook
4455,what movies are showing nearby,SearchScreeningEvent
753,look for the creative work the testament of gideon mack,SearchCreativeWork
2890,add a tune to the this is animal collective playlist,AddToPlaylist
14383,search for the game difficult loves,SearchCreativeWork
206,rate this essay a four,RateBook
5135,play miami 2017 by rodney whitaker,PlayMusic
6107,add paula abdul to classic acoustic playlist,AddToPlaylist
2645,add hotter than hell to my fiesta playlist,AddToPlaylist
2775,can i go see cash and curry at a movie theatre,SearchScreeningEvent
12020,find nhl on fox,SearchCreativeWork
194,i need a reservation for four this year at a restaurant,BookRestaurant
8201,play calico skies by john feinstein with netflix,PlayMusic
6806,find movie schedules for animated movies around here,SearchScreeningEvent
9254,will it be temperate in hybla valley tajikistan,GetWeather
6760,is it sunny in qatar,GetWeather
5791,check which cinema currently runs when the last sword is drawn,SearchScreeningEvent
14139,play some symphony music from david lindley,PlayMusic
12178,will it get hotter next year in springside nature reserve,GetWeather
11654,book a brasserie,BookRestaurant
239,play music from 2015,PlayMusic
4491,play in every dream home a heartache by vincent paul abbott,PlayMusic
3500,book me a table at the highly rated cafeteria in federated states of micronesia,BookRestaurant
1297,what s the weather forecast for east berlin  al,GetWeather
3719,add an espen lind song to my list lo que suena new york,AddToPlaylist
6041,is it overcast in ziwa rhino sanctuary,GetWeather
5834,add tune to my folk music at the gaslight café,AddToPlaylist
2330,find a tv show called the soultaker,SearchCreativeWork
12825,find me the novel of a dictionary of slang and unconventional english,SearchCreativeWork
10728,go to the movie the best of pirates of the mississippi,SearchCreativeWork
2943,show me the schedule of movies in pacific theatres,SearchScreeningEvent
10726,add the tune to my house afterwork playlist,AddToPlaylist
10855,what time is the message playing at loews cineplex,SearchScreeningEvent
13163,play me a top-ten song by phil ochs on groove shark,PlayMusic
7627,where is nichiren to mōko daishūrai playing,SearchScreeningEvent
5746,can i get the cineplex odeon corporation showings for small town story,SearchScreeningEvent
4712,will it get warmer in berkley,GetWeather
6151,i give the following textbook three points,RateBook
6365,play my funtime playlist on lastfm,PlayMusic
5759,i want seats for 4 at a sichuan food restaurant in indonesia,BookRestaurant
7345,add track to novedades viernes sudamérica,AddToPlaylist
7206,add gn to night vibes,AddToPlaylist
11017,i gave joseph andrews a 0 out of 6,RateBook
7071,i give the flash series 0 out of 6,RateBook
12286,play music by janet paschal,PlayMusic
2700,what time is mon amour: shesher kobita revisited playing,SearchScreeningEvent
6535,give grand conspiracy zero out of 6 points,RateBook
4672,play me a song from voices & images,PlayMusic
12895,add album to my deathcore playlist,AddToPlaylist
9728,find the valentyne suite,SearchCreativeWork
6249,i want to read the novel love is in control,SearchCreativeWork
12838,find the son of man show,SearchCreativeWork
1378,show creativity in call me joe,SearchCreativeWork
4332,i need another tune in my legendary guitar solos playlist,AddToPlaylist
13389,forecast for serbia,GetWeather
1688,book a nearby northeast indian restaurant in north carolina for ten people at six am,BookRestaurant
13967,please book me a restaurant,BookRestaurant
5199,give 2 for this essay,RateBook
2168,please rate the lightning of august five points,RateBook
3575,book a reservation for my great grandfather and i at a macaroni pub in ct,BookRestaurant
7436,give zero point to this textbook,RateBook
684,add the artist todd snider  to my electro latino playlist,AddToPlaylist
13230,show me the weather forecast for the city of spencer,GetWeather
1921,add joe mcphee to my picnic in the park play list,AddToPlaylist
5923,book a table for 8 right now for a restaurant in meadow vale,BookRestaurant
12498,my té para tres needs brave and crazy added on,AddToPlaylist
8403,i m looking to bring shawn  marguerite and della to a place to eat at near rwanda,BookRestaurant
4312,rate the current chronicle book three points,RateBook
11857,go to the devil in the deal:50 secrets to successful dealmaking,SearchCreativeWork
7144,show the minutes to midnight photograph,SearchCreativeWork
3020,play the greatest music by phoebe snow,PlayMusic
3845,i give the savage mind a rating of zero out of 6 points,RateBook
8875,add song by charlie hunter to rumba y más,AddToPlaylist
1154,i would give this current chronicle three points,RateBook
4962,please book a restaurant room which serves hangtown fry dish in jagual,BookRestaurant
1891,add jon mclaughlin to my forever country playlist,AddToPlaylist
13874,add this artist to my spotlight on country 2016 playlist,AddToPlaylist
3442,i d like to eat english cuisine at a restaurant in ettrick,BookRestaurant
7696,i want to give the saga in praise of the stepmother 2 out of 6 points,RateBook
702,this album deserves a 0 of 6 possible,RateBook
13850,add muzika za decu to my crash course playlist,AddToPlaylist
12800,book a restaurant for 5,BookRestaurant
13452,i d like to know when i can see the taking of flight 847: the uli derickson story at amco entertainment,SearchScreeningEvent
802,give me the schedule for animated movies at the nearest cinema,SearchScreeningEvent
9480,find all jets are gonna fall today saga,SearchCreativeWork
5986,what s the weather forecast for next week at my current position,GetWeather
2622,rate this essay four out of 6,RateBook
1133,find out what films are being played in the neighbourhood,SearchScreeningEvent
11638,play some music using slacker,PlayMusic
2143,play the seamus heaney collected poems song,SearchCreativeWork
11595,play some robbie merrill,PlayMusic
13044,add gabrial mcnair to my love in paris list,AddToPlaylist
11719,will it be stormy in wildorado,GetWeather
14015,will it be colder in virgin islands national park,GetWeather
11713,look for hail satanas we are the black legions,SearchCreativeWork
5805,play popular eighties record,PlayMusic
12010,i d like to see a movies  at the nearest movie house,SearchScreeningEvent
